tensorflow,https://github.com/tensorflow/tensorflow/commit/35af094b674629be64b2efa02c8d5a8f15de5f18
tensorflow,https://github.com/tensorflow/tensorflow/commit/c3b618f959f8afcec8c42a6ab9639c047e61c518
tensorflow,https://github.com/tensorflow/tensorflow/commit/c9c83bb391380374bf476b30448693e139e8752c
tensorflow,https://github.com/tensorflow/tensorflow/commit/3f9da0a5aa614b8832f4e8ec657ff2a306274f0a
tensorflow,https://github.com/tensorflow/tensorflow/commit/5b43e7d9f8773988ce71efb958df833f03b1d0f5
tensorflow,https://github.com/tensorflow/tensorflow/commit/49d64711af8a28aafb1eca4cdf20661a5511700e
tensorflow,https://github.com/tensorflow/tensorflow/commit/cab540c99addebd0a232ab46041dc559ef643fa7
tensorflow,https://github.com/tensorflow/tensorflow/commit/71dd9fee078d76ed97559bf47469a3ad3f81619a
tensorflow,https://github.com/tensorflow/tensorflow/commit/6a0c81249b8a451be900125e5cf5aa7e6ce85c9f
tensorflow,https://github.com/tensorflow/tensorflow/commit/11ac97b2e881973ffb332ff2aba9c45a86629fd5
tensorflow,https://github.com/tensorflow/tensorflow/commit/3f7f0be0eded089f3615a9d14fc5b0a2c5a7ad36
tensorflow,https://github.com/tensorflow/tensorflow/commit/a2291251e3b9b7cae26666aedf0557d059241afc
tensorflow,https://github.com/tensorflow/tensorflow/commit/bea53c9ad42dd5150ef9954c4aefc4bc2fd90de4
tensorflow,https://github.com/tensorflow/tensorflow/commit/542172b0394127cc67fc8130e1b3658cdf0174a5
tensorflow,https://github.com/tensorflow/tensorflow/commit/c72dbfc17b8aba90da3d26036387016cee23bc2f
tensorflow,https://github.com/tensorflow/tensorflow/commit/221220f141dd47a393d8b8dcafd9a3289137fc36
tensorflow,https://github.com/tensorflow/tensorflow/commit/5cfe3aca5e1b006528d1c71e00e641c69cff7928
tensorflow,https://github.com/tensorflow/tensorflow/commit/aa29a22fddfee7510e9d9239f56aecfa0260ef59
tensorflow,https://github.com/tensorflow/tensorflow/commit/c395b48cdbbad799e93415fd2bf5c9d3726967b5
tensorflow,https://github.com/tensorflow/tensorflow/commit/ba451bde470e0d5cfe6d40c42f17035b17fd9538
tensorflow,https://github.com/tensorflow/tensorflow/commit/b5b8550ff099b4ace636ce6784d7a4d46268e9e7
tensorflow,https://github.com/tensorflow/tensorflow/commit/662e615ccfa2ba1aa20c52be122a81343558d9cf
tensorflow,https://github.com/tensorflow/tensorflow/commit/1123fb3da1b2a8977bb01fc285a7be8f81914201
tensorflow,https://github.com/tensorflow/tensorflow/commit/e0b4ce7751e929ae4de6a0e43bf6b8081c8e5d25
tensorflow,https://github.com/tensorflow/tensorflow/commit/397096ed623d97bd9a44dbd4c9ac91f7a1455449
tensorflow,https://github.com/tensorflow/tensorflow/commit/ee3b0a6c7c0273cf3a9314e0e89dc1520471581a
tensorflow,https://github.com/tensorflow/tensorflow/commit/28da2fbf14db06df78a3eb4553fde4b5c762d903
tensorflow,https://github.com/tensorflow/tensorflow/commit/e6538d9e0b7b61d3b1865a052ad7cb62b0add5a7
tensorflow,https://github.com/tensorflow/tensorflow/commit/5f5d1433f9b75464d748f553128e37e36ab55c12
tensorflow,https://github.com/tensorflow/tensorflow/commit/85ea63741928b4ff2182112f8cf7f12673cc9fe0
tensorflow,https://github.com/tensorflow/tensorflow/commit/eb24a0da6f2b25abd5a128b8ac6aeb1bb6eaa290
tensorflow,https://github.com/tensorflow/tensorflow/commit/30b8166b0ed8e61260e961e3cd60a61678544316
tensorflow,https://github.com/tensorflow/tensorflow/commit/86f124fe7d01d8de95a9457f99b8a8d499dafc65
