Library,Advisory Link,Commit,Parent Module,API,Anomaly
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-cqv6-3phm-hcwx,https://github.com/tensorflow/tensorflow/commit/af5fcebb37c8b5d71c237f4e59c6477015c78ce6,tf.raw_ops,tf.raw_ops.CudnnRNNV3,Rank other than 3
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-9crf-c6qr-r273,https://github.com/tensorflow/tensorflow/commit/a8ad3e5e79c75f36edb81e0ba3f3c0c5442aeddc,tf.raw_ops,tf.raw_ops.AllToAll,Zero argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-gpfh-jvf9-7wg5,https://github.com/tensorflow/tensorflow/commit/ca38dab9d3ee66c5de06f11af9a4b1200da5ef75,tf.raw_ops,tf.raw_ops.CollectiveReduceV2,Dimension mismatch
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-4f99-p9c2-3j8x,https://github.com/tensorflow/tensorflow/commit/e6cf28c72ba2eb949ca950d834dd6d66bb01cfae,tf.raw_ops,tf.raw_ops.SparseMatMul,Zero argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-3ff2-r28g-w7h9,https://github.com/tensorflow/tensorflow/commit/c79ba87153ee343401dbe9d1954d7f79e521eb14,tf.raw_ops,tf.raw_ops.Transpose,Negative argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-x3v8-c8qx-3j3r,https://github.com/tensorflow/tensorflow/commit/d3738dd70f1c9ceb547258cbb82d853da8771850,tf.raw_ops,tf.raw_ops.DeserializeSparse,Scalar input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-vwhq-49r4-gj9v,https://github.com/tensorflow/tensorflow/commit/fa6b7782fbb14aa08d767bc799c531f5e1fb3bb8,tf.ragged,tf.ragged.cross,Rank other than 2
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-cvgx-3v3q-m36c,https://github.com/tensorflow/tensorflow/commit/a0d64445116c43cf46a5666bd4eee28e7a82f244,tf.raw_ops,tf.raw_ops.QuantizeV2,Argument less than 1
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-49rx-x2rw-pc6f,https://github.com/tensorflow/tensorflow/commit/7cf73a2274732c9d82af51c2bc2cf90d13cd7e6d,tf.raw_ops,tf.raw_ops.QuantizeAndDequantizeV4Grad,Argument less than 2
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-7v94-64hj-m82h,https://github.com/tensorflow/tensorflow/commit/f2c3931113eaafe9ef558faaddd48e00a6606235,tf.raw_ops,tf.raw_ops.ParallelConcat,Rank less than 1
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-m342-ff57-4jcc,https://github.com/tensorflow/tensorflow/commit/701cfaca222a82afbeeb17496bd718baa65a67d2,tf.raw_ops,tf.raw_ops.SparseCountSparseOutput,Rank other than 2
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-xrqm-fpgr-6hhx,https://github.com/tensorflow/tensorflow/commit/6d94002a09711d297dbba90390d5482b76113899,tf,tf.range,Very large input argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-5hx2-qx8j-qjqm,https://github.com/tensorflow/tensorflow/commit/e5272d4204ff5b46136a1ef1204fc00597e21837,tf.keras.layers,tf.keras.layers.UpSampling2D,Very large input argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-2p25-55c9-h58q,https://github.com/tensorflow/tensorflow/commit/9294094df6fea79271778eb7e7ae1bad8b5ef98f,tf.keras.backend,tf.keras.backend.tile,Very large input argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-gh8h-7j2j-qv4f,https://github.com/tensorflow/tensorflow/commit/874bda09e6702cd50bac90b453b50bcc65b2769e,tf.summary,tf.summary.create_file_writer,Non scalar input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-m539-j985-hcr8,https://github.com/tensorflow/tensorflow/commit/12b1ff82b3f26ff8de17e58703231d5a02ef1b8b,tf.keras.layers,tf.keras.layers.MaxPooling3D,Zero argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-m539-j985-hcr8,https://github.com/tensorflow/tensorflow/commit/12b1ff82b3f26ff8de17e58703231d5a02ef1b8b,tf.keras.layers,tf.keras.layers.MaxPooling3D,Negative argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-cq76-mxrc-vchh,https://github.com/tensorflow/tensorflow/commit/e9c81c1e1a9cd8dd31f4e83676cab61b60658429,tf.math,tf.math.segment_max,Very large input argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-cq76-mxrc-vchh,https://github.com/tensorflow/tensorflow/commit/e9c81c1e1a9cd8dd31f4e83676cab61b60658429,tf.math,tf.math.segment_min,Very large input argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-cq76-mxrc-vchh,https://github.com/tensorflow/tensorflow/commit/e9c81c1e1a9cd8dd31f4e83676cab61b60658429,tf.math,tf.math.segment_mean,Very large input argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-cq76-mxrc-vchh,https://github.com/tensorflow/tensorflow/commit/e9c81c1e1a9cd8dd31f4e83676cab61b60658429,tf.math,tf.math.segment_sum,Very large input argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-cq76-mxrc-vchh,https://github.com/tensorflow/tensorflow/commit/e9c81c1e1a9cd8dd31f4e83676cab61b60658429,tf.math,tf.math.segment_prod,Very large input argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-jwf9-w5xm-f437,https://github.com/tensorflow/tensorflow/commit/bb6a0383ed553c286f87ca88c207f6774d5c4a8f,tf.lite.Interpreter,tf.lite.Interpreter.set_tensor,Negative argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-r6jx-9g48-2r5r,https://github.com/tensorflow/tensorflow/commit/23d6383eb6c14084a8fc3bdf164043b974818012,tf.keras,tf.keras.models.model_from_yaml,YAML input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-qfpc-5pjr-mh26,https://github.com/tensorflow/tensorflow/commit/da857cfa0fde8f79ad0afdbc94e88b5d4bbec764,tf.raw_ops,tf.raw_ops.Dequantize,Argument less than 1
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-9c8h-2mv3-49ww,https://github.com/tensorflow/tensorflow/commit/8a793b5d7f59e37ac7f3cd0954a750a2fe76bad4,tf.raw_ops,tf.raw_ops.Conv2D,Zero argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-9c8h-2mv3-49ww,https://github.com/tensorflow/tensorflow/commit/8a793b5d7f59e37ac7f3cd0954a750a2fe76bad4,tf.raw_ops,tf.raw_ops.Conv2D,Zero argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-v768-w7m9-2vmm,https://github.com/tensorflow/tensorflow/commit/578e634b4f1c1c684d4b4294f9e5281b2133b3ed,tf.raw_ops,tf.raw_ops.SparseFillEmptyRows,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-7ghq-fvr3-pj2x,https://github.com/tensorflow/tensorflow/commit/136b51f10903e044308cf77117c0ed9871350475,tf.raw_ops,tf.raw_ops.MaxPoolGrad,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-7ghq-fvr3-pj2x,https://github.com/tensorflow/tensorflow/commit/136b51f10903e044308cf77117c0ed9871350475,tf.raw_ops,tf.raw_ops.MaxPoolGrad,Rank other than 4
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-278g-rq84-9hmg,https://github.com/tensorflow/tensorflow/commit/d7de67733925de196ec8863a33445b73f9562d1d,tf.raw_ops,tf.raw_ops.MapStage,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-5hj3-vjjf-f5m7,https://github.com/tensorflow/tensorflow/commit/a4e138660270e7599793fa438cd7b2fc2ce215a6,tf.raw_ops,tf.raw_ops.SdcaOptimizerV2,Dimension mismatch
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-qr82-2c78-4m8h,https://github.com/tensorflow/tensorflow/commit/532f5c5a547126c634fefd43bbad1dc6417678ac,tf.raw_ops,tf.raw_ops.MapPeek,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-9697-98pf-4rw7,https://github.com/tensorflow/tensorflow/commit/42459e4273c2e47a3232cc16c4f4fff3b3a35c38,tf.raw_ops,tf.raw_ops.UpperBound,Rank less than 2
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-9697-98pf-4rw7,https://github.com/tensorflow/tensorflow/commit/42459e4273c2e47a3232cc16c4f4fff3b3a35c38,tf.raw_ops,tf.raw_ops.LowerBound,Rank less than 3
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-vmjw-c2vp-p33c,https://github.com/tensorflow/tensorflow/commit/3a7362750d5c372420aa8f0caf7bf5b5c3d0f52d,tf.raw_ops,tf.raw_ops.NonMaxSuppressionV5,Negative argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-vmjw-c2vp-p33c,https://github.com/tensorflow/tensorflow/commit/3a7362750d5c372420aa8f0caf7bf5b5c3d0f52d,tf.raw_ops,tf.raw_ops.CombinedNonMaxSuppression,Negative argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-2wmv-37vq-52g5,https://github.com/tensorflow/tensorflow/commit/a776040a5e7ebf76eeb7eb923bf1ae417dd4d233,tf.raw_ops,tf.raw_ops.UnravelIndex,Zero element 
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-w74j-v8xh-3w5h,https://github.com/tensorflow/tensorflow/commit/2e0ee46f1a47675152d3d865797a18358881d7a6,tensorflow.python.ops,gen_string_ops.unicode_encode,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-w4xf-2pqw-5mq7,https://github.com/tensorflow/tensorflow/commit/be7a4de6adfbd303ce08be4332554dff70362612,tf.raw_ops,tf.raw_ops.RaggedTensorToVariant,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-v82p-hv3v-p6qp,https://github.com/tensorflow/tensorflow/commit/9e62869465573cb2d9b5053f1fa02a81fce21d69,tf.raw_ops,tf.raw_ops.RequantizationRangePerChannel,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-v82p-hv3v-p6qp,https://github.com/tensorflow/tensorflow/commit/9e62869465573cb2d9b5053f1fa02a81fce21d69,tf.raw_ops,tf.raw_ops.RequantizationRangePerChannel,Element mismatch
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-v82p-hv3v-p6qp,https://github.com/tensorflow/tensorflow/commit/9e62869465573cb2d9b5053f1fa02a81fce21d69,tf.raw_ops,tf.raw_ops.RequantizationRangePerChannel,Element mismatch
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-v82p-hv3v-p6qp,https://github.com/tensorflow/tensorflow/commit/203214568f5bc237603dbab6e1fd389f1572f5c9,tensorflow.python.ops,gen_math_ops.requantize_per_channel,Non scalar input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-v82p-hv3v-p6qp,https://github.com/tensorflow/tensorflow/commit/203214568f5bc237603dbab6e1fd389f1572f5c9,tensorflow.python.ops,gen_math_ops.requantize_per_channel,Non scalar input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-v82p-hv3v-p6qp,https://github.com/tensorflow/tensorflow/commit/203214568f5bc237603dbab6e1fd389f1572f5c9,tensorflow.python.ops,gen_math_ops.requantize_per_channel,Element mismatch
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-v82p-hv3v-p6qp,https://github.com/tensorflow/tensorflow/commit/203214568f5bc237603dbab6e1fd389f1572f5c9,tensorflow.python.ops,gen_math_ops.requantize_per_channel,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-g25h-jr74-qp5j,https://github.com/tensorflow/tensorflow/commit/6da6620efad397c85493b8f8667b821403516708,tf.raw_ops,tf.raw_ops.QuantizeV2,Element mismatch
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-r4c4-5fpq-56wg,https://github.com/tensorflow/tensorflow/commit/e84c975313e8e8e38bb2ea118196369c45c51378,tf.raw_ops,tf.raw_ops.BoostedTreesSparseCalculateBestFeatureSplit,Element mismatch
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-gf88-j2mg-cc82,https://github.com/tensorflow/tensorflow/commit/8a84f7a2b5a2b27ecf88d25bad9ac777cd2f7992,tensorflow.python.ops,gen_boosted_trees_ops.boosted_trees_create_quantile_stream_resource,Negative argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-cm5x-837x-jf3c,https://github.com/tensorflow/tensorflow/commit/e86605c0a336c088b638da02135ea6f9f6753618,tf.raw_ops,tf.raw_ops.InplaceSub,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-q3g3-h9r4-prrc,https://github.com/tensorflow/tensorflow/commit/93f428fd1768df147171ed674fee1fc5ab8309ec,tf.raw_ops,tf.raw_ops.SqrtGrad,Element mismatch
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-6p5r-g9mq-ggh2,https://github.com/tensorflow/tensorflow/commit/ff8894044dfae5568ecbf2ed514c1a37dc394f1b,tf.raw_ops,tf.raw_ops.MatrixSetDiagV3,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-5xwc-mrhx-5g3m,https://github.com/tensorflow/tensorflow/commit/f2a673bd34f0d64b8e40a551ac78989d16daad09,tf.raw_ops,tf.raw_ops.MatrixDiagV3,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-4xfp-4pfp-89wg,https://github.com/tensorflow/tensorflow/commit/1071f554dbd09f7e101324d366eec5f4fe5a3ece,tf.raw_ops,tf.raw_ops.RaggedTensorToSparse,Non increasing order of elements
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-7fvx-3jfc-2cpc,https://github.com/tensorflow/tensorflow/commit/01cff3f986259d661103412a20745928c727326f,tf.raw_ops,tf.raw_ops.ResourceScatterUpdate,Dimension mismatch
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-2r8p-fg3c-wcj4,https://github.com/tensorflow/tensorflow/commit/bc9c546ce7015c57c2f15c168b3d9201de679a1d,tf.raw_ops,tf.raw_ops.ResourceGather,Dimension mismatch
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-qjj8-32p7-h289,https://github.com/tensorflow/tensorflow/commit/ac117ee8a8ea57b73d34665cdf00ef3303bc0b11,tf.raw_ops,tf.raw_ops.ResourceGather,Zero argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-hpv4-7p9c-mvfr,https://github.com/tensorflow/tensorflow/commit/0f931751fb20f565c4e94aa6df58d54a003cdb30,tf.raw_ops,tf.raw_ops.FractionalAvgPoolGrad,Zero element 
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-hpv4-7p9c-mvfr,https://github.com/tensorflow/tensorflow/commit/0f931751fb20f565c4e94aa6df58d54a003cdb30,tf.raw_ops,tf.raw_ops.FractionalAvgPoolGrad,Zero element 
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-hpv4-7p9c-mvfr,https://github.com/tensorflow/tensorflow/commit/0f931751fb20f565c4e94aa6df58d54a003cdb30,tf.raw_ops,tf.raw_ops.FractionalAvgPoolGrad,Zero element 
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-f8h4-7rgh-q2gm,https://github.com/tensorflow/tensorflow/commit/e0b6e58c328059829c3eb968136f17aa72b6c876,tf.raw_ops,tf.raw_ops.ExperimentalDatasetToTFRecord,String input dataset
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-6gv8-p3vj-pxvr,https://github.com/tensorflow/tensorflow/commit/7bdf50bb4f5c54a4997c379092888546c97c3ebd,tf.raw_ops,tf.raw_ops.UncompressElement,Tensor input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-c5x2-p679-95wc,https://github.com/tensorflow/tensorflow/commit/02cc160e29d20631de3859c6653184e3f876b9d7,tf.raw_ops,tf.raw_ops.SparseTensorSliceDataset,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-h6jh-7gv5-28vg,https://github.com/tensorflow/tensorflow/commit/c283e542a3f422420cfdb332414543b62fc4e4a5,tf.raw_ops,tf.raw_ops.StringNGrams,Negative argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-9w2p-5mgw-p94c,https://github.com/tensorflow/tensorflow/commit/96f364a1ca3009f98980021c4b32be5fdcca33a1,tf.raw_ops,tf.raw_ops.QuantizeAndDequantizeV4Grad,Negative argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-fcwc-p4fc-c5cc,https://github.com/tensorflow/tensorflow/commit/482da92095c4d48f8784b1f00dda4f81c28d2988,tf.raw_ops,tf.raw_ops.MatrixDiagPartV2,Non scalar input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-27j5-4p9v-pp67,https://github.com/tensorflow/tensorflow/commit/8a6e874437670045e6c7dc6154c7412b4a2135e2,tf.raw_ops,tf.raw_ops.TensorListReserve,Negative argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-9c8h-vvrj-w2p8,https://github.com/tensorflow/tensorflow/commit/a2b743f6017d7b97af1fe49087ae15f0ac634373,tf.raw_ops,tf.raw_ops.RaggedGather,Rank less than 1
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-9c8h-vvrj-w2p8,https://github.com/tensorflow/tensorflow/commit/a2b743f6017d7b97af1fe49087ae15f0ac634373,tf.raw_ops,tf.raw_ops.RaggedGather,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-ch4f-829c-v5pw,https://github.com/tensorflow/tensorflow/commit/4aacb30888638da75023e6601149415b39763d76,tf.raw_ops,tf.raw_ops.ResourceScatterDiv,Zero element 
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-95xm-g58g-3p88,https://github.com/tensorflow/tensorflow/commit/4923de56ec94fff7770df259ab7f2288a74feb41,tf.raw_ops,tf.raw_ops.SparseReshape,Zero element 
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-gh6x-4whr-2qv4,https://github.com/tensorflow/tensorflow/commit/9e82dce6e6bd1f36a57e08fa85af213e2b2f2622,tf.raw_ops,tf.raw_ops.Restore,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-gh6x-4whr-2qv4,https://github.com/tensorflow/tensorflow/commit/9e82dce6e6bd1f36a57e08fa85af213e2b2f2622,tf.raw_ops,tf.raw_ops.RestoreSlice,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-hwr7-8gxx-fj5p,https://github.com/tensorflow/tensorflow/commit/301ae88b331d37a2a16159b65b255f4f9eb39314,tf.raw_ops,tf.raw_ops.RaggedTensorToTensor,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-c9qf-r67m-p7cg,https://github.com/tensorflow/tensorflow/commit/5dc7f6981fdaf74c8c5be41f393df705841fb7c5,tf.raw_ops,tf.raw_ops.CompressElement,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-hp4c-x6r7-6555,https://github.com/tensorflow/tensorflow/commit/d9204be9f49520cdaaeb2541d1dc5187b23f31d9,tf.raw_ops,tf.raw_ops.SparseDenseCwiseDiv,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-wvjw-p9f5-vq28,https://github.com/tensorflow/tensorflow/commit/82e6203221865de4008445b13c69b6826d2b28d9,tf.raw_ops,tf.raw_ops.SparseCountSparseOutput,Zero element 
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-mmq6-q8r3-48fm,https://github.com/tensorflow/tensorflow/commit/890f7164b70354c57d40eda52dcdd7658677c09f,tf.strings,tf.strings.substr,Dimension mismatch
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-xqfj-cr6q-pc8w,https://github.com/tensorflow/tensorflow/commit/1dc6a7ce6e0b3e27a7ae650bfc05b195ca793f88,tf.raw_ops,tf.transpose,Argument mismatch
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-8pmx-p244-g88h,https://github.com/tensorflow/tensorflow/commit/698e01511f62a3c185754db78ebce0eee1f0184d,tf.io,tf.io.decode_raw,Argument mismatch
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-vvg4-vgrv-xfr7,https://github.com/tensorflow/tensorflow/commit/14607c0707040d775e06b6817325640cb4b5864c,tf.raw_ops,tf.raw_ops.CTCLoss,First dimension is zero
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-vvg4-vgrv-xfr7,https://github.com/tensorflow/tensorflow/commit/14607c0707040d775e06b6817325640cb4b5864c,tf.raw_ops,tf.raw_ops.CTCLoss,Second dimension less than 1
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-vvg4-vgrv-xfr7,https://github.com/tensorflow/tensorflow/commit/14607c0707040d775e06b6817325640cb4b5864c,tf.raw_ops,tf.raw_ops.CTCLoss,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-2xgj-xhgf-ggjv,https://github.com/tensorflow/tensorflow/commit/ba6822bd7b7324ba201a28b2f278c29a98edbef2,tf.raw_ops,tf.raw_ops.BandedTriangularSolve,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-mq5c-prh3-3f3h,https://github.com/tensorflow/tensorflow/commit/c5b0d5f8ac19888e46ca14b0e27562e7fbbee9a9,tf.raw_ops,tf.raw_ops.QuantizeAndDequantizeV2,Rank less than 1
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-9rpc-5v9q-5r7f,https://github.com/tensorflow/tensorflow/commit/1d04d7d93f4ed3854abf75d6b712d72c3f70d6b6,tf.raw_ops,tf.raw_ops.SparseReshape,Scalar input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-9rpc-5v9q-5r7f,https://github.com/tensorflow/tensorflow/commit/1d04d7d93f4ed3854abf75d6b712d72c3f70d6b6,tf.raw_ops,tf.raw_ops.SparseReshape,Scalar input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-9rpc-5v9q-5r7f,https://github.com/tensorflow/tensorflow/commit/1d04d7d93f4ed3854abf75d6b712d72c3f70d6b6,tf.raw_ops,tf.raw_ops.SparseReshape,Dimension mismatch
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-gv26-jpj9-c8gq,https://github.com/tensorflow/tensorflow/commit/ba6822bd7b7324ba201a28b2f278c29a98edbef2,tf.raw_ops,tf.raw_ops.SparseSparseMinimum,Dimension mismatch
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-gv26-jpj9-c8gq,https://github.com/tensorflow/tensorflow/commit/ba6822bd7b7324ba201a28b2f278c29a98edbef2,tf.raw_ops,tf.raw_ops.SparseSparseMinimum,Dimension mismatch
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-gv26-jpj9-c8gq,https://github.com/tensorflow/tensorflow/commit/ba6822bd7b7324ba201a28b2f278c29a98edbef2,tf.raw_ops,tf.raw_ops.SparseSparseMinimum,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-cjc7-49v2-jp64,https://github.com/tensorflow/tensorflow/commit/41727ff06111117bdf86b37db198217fd7a143cc,tf.raw_ops,tf.raw_ops.SparseAdd,Dimension mismatch
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-cjc7-49v2-jp64,https://github.com/tensorflow/tensorflow/commit/41727ff06111117bdf86b37db198217fd7a143cc,tf.raw_ops,tf.raw_ops.SparseAdd,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-cjc7-49v2-jp64,https://github.com/tensorflow/tensorflow/commit/41727ff06111117bdf86b37db198217fd7a143cc,tf.raw_ops,tf.raw_ops.SparseAdd,Dimension mismatch
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-rgvq-pcvf-hx75,https://github.com/tensorflow/tensorflow/commit/f94ef358bb3e91d517446454edff6535bcfe8e4a,tf.raw_ops,tf.raw_ops.RaggedTensorToTensor,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-cfx7-2xpc-8w4h,https://github.com/tensorflow/tensorflow/commit/2c74674348a4708ced58ad6eb1b23354df8ee044,tf.raw_ops,tf.raw_ops.BatchToSpaceNd,Zero element 
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-v52p-hfjf-wg88,https://github.com/tensorflow/tensorflow/commit/6d36ba65577006affb272335b7c1abd829010708,tf.raw_ops,tf.raw_ops.SpaceToBatchND,Zero element 
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-97wf-p777-86jq,https://github.com/tensorflow/tensorflow/commit/b22786e7e9b7bdb6a56936ff29cc7e9968d7bc1d,tf,tf.split,Zero argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-j8qh-3xrq-c825,https://github.com/tensorflow/tensorflow/commit/3ebedd7e345453d68e279cfc3e4072648e5e12e5,tf,tf.one_hot,Zero element 
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-9xh4-23q4-v6wr,https://github.com/tensorflow/tensorflow/commit/6972f9dfe325636b3db4e0bc517ee22a159365c0,tf.raw_ops,tf.raw_ops.FusedBatchNorm,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-xvjm-fvxx-q3hv,https://github.com/tensorflow/tensorflow/commit/4c0ee937c0f61c4fc5f5d32d9bb4c67428012a60,tf.raw_ops,tf.raw_ops.SparseSplit,Very large input argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-c45w-2wxr-pp53,https://github.com/tensorflow/tensorflow/commit/5899741d0421391ca878da47907b1452f06aaf1b,tf.raw_ops,tf.raw_ops.Dequantize,Dimension mismatch
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-vq2r-5xvm-3hc3,https://github.com/tensorflow/tensorflow/commit/b1b323042264740c398140da32e93fb9c2c9f33e,tf.raw_ops,tf.raw_ops.CTCBeamSearchDecoder,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-6f89-8j54-29xf,https://github.com/tensorflow/tensorflow/commit/12c727cee857fa19be717f336943d95fca4ffe4f,tf.raw_ops,tf.raw_ops.FractionalAvgPoolGrad,Not enough elements
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-x8h6-xgqx-jqgp,https://github.com/tensorflow/tensorflow/commit/32fdcbff9d06d010d908fcc4bd4b36eb3ce15925,tf.raw_ops,tf.raw_ops.FractionalMaxPoolGrad,Empty input
